#Assembly	Genome Center name	RefSeq Accession.version	GenBank Accession.version	NCBI name
Cliv_1.0	C16291814	NW_004978985.1	KB381100.1	GPS_001994894.1
Cliv_1.0	C16291930	NW_004978986.1	KB381101.1	GPS_001994895.1
Cliv_1.0	C16291934	NW_004978987.1	KB381102.1	GPS_001994896.1
Cliv_1.0	C16291708	NW_004978988.1	KB381103.1	GPS_001994897.1
Cliv_1.0	C16291910	NW_004978989.1	KB381104.1	GPS_001994898.1
Cliv_1.0	C16291812	NW_004978990.1	KB381105.1	GPS_001994899.1
Cliv_1.0	C16291832	NW_004978991.1	KB381106.1	GPS_001994900.1
Cliv_1.0	C16292040	NW_004978992.1	KB381107.1	GPS_001994901.1
Cliv_1.0	C16292050	NW_004978993.1	KB381108.1	GPS_001994902.1
Cliv_1.0	C16291158	NW_004978994.1	KB381109.1	GPS_001994903.1
Cliv_1.0	C16292180	NW_004978995.1	KB381110.1	GPS_001994904.1
Cliv_1.0	C16292160	NW_004978996.1	KB381111.1	GPS_001994905.1
Cliv_1.0	C16292064	NW_004978997.1	KB381112.1	GPS_001994906.1
Cliv_1.0	C16292158	NW_004978998.1	KB381113.1	GPS_001994907.1
Cliv_1.0	C16292124	NW_004978999.1	KB381114.1	GPS_001994908.1
Cliv_1.0	C16292198	NW_004979000.1	KB381115.1	GPS_001994909.1
Cliv_1.0	C16292406	NW_004979001.1	KB381116.1	GPS_001994910.1
Cliv_1.0	C16292260	NW_004979002.1	KB381117.1	GPS_001994911.1
Cliv_1.0	C16292314	NW_004979003.1	KB381118.1	GPS_001994912.1
Cliv_1.0	C16292482	NW_004979004.1	KB381119.1	GPS_001994913.1
Cliv_1.0	C16292316	NW_004979005.1	KB381120.1	GPS_001994914.1
Cliv_1.0	C16292418	NW_004979006.1	KB381121.1	GPS_001994915.1
Cliv_1.0	C16292456	NW_004979007.1	KB381122.1	GPS_001994916.1
Cliv_1.0	C16292454	NW_004979008.1	KB381123.1	GPS_001994917.1
Cliv_1.0	C16292630	NW_004979009.1	KB381124.1	GPS_001994918.1
Cliv_1.0	C16292460	NW_004979010.1	KB381125.1	GPS_001994919.1
Cliv_1.0	C16292640	NW_004979011.1	KB381126.1	GPS_001994920.1
Cliv_1.0	C16292636	NW_004979012.1	KB381127.1	GPS_001994921.1
Cliv_1.0	C16292698	NW_004979013.1	KB381128.1	GPS_001994922.1
Cliv_1.0	C16292704	NW_004979014.1	KB381129.1	GPS_001994923.1
Cliv_1.0	C16292736	NW_004979015.1	KB381130.1	GPS_001994924.1
Cliv_1.0	C16292752	NW_004979016.1	KB381131.1	GPS_001994925.1
Cliv_1.0	C16292810	NW_004979017.1	KB381132.1	GPS_001994926.1
Cliv_1.0	C16292594	NW_004979018.1	KB381133.1	GPS_001994927.1
Cliv_1.0	C16292958	NW_004979019.1	KB381134.1	GPS_001994928.1
Cliv_1.0	C16292968	NW_004979020.1	KB381135.1	GPS_001994929.1
Cliv_1.0	C16293126	NW_004979021.1	KB381136.1	GPS_001994930.1
Cliv_1.0	C16293110	NW_004979022.1	KB381137.1	GPS_001994931.1
Cliv_1.0	C16292664	NW_004979023.1	KB381138.1	GPS_001994932.1
Cliv_1.0	C16293108	NW_004979024.1	KB381139.1	GPS_001994933.1
Cliv_1.0	C16293180	NW_004979025.1	KB381140.1	GPS_001994934.1
Cliv_1.0	C16293150	NW_004979026.1	KB381141.1	GPS_001994935.1
Cliv_1.0	C16293170	NW_004979027.1	KB381142.1	GPS_001994936.1
Cliv_1.0	C16293218	NW_004979028.1	KB381143.1	GPS_001994937.1
Cliv_1.0	C16293228	NW_004979029.1	KB381144.1	GPS_001994938.1
Cliv_1.0	C16293368	NW_004979030.1	KB381145.1	GPS_001994939.1
Cliv_1.0	C16293538	NW_004979031.1	KB381146.1	GPS_001994940.1
Cliv_1.0	C16293686	NW_004979032.1	KB381147.1	GPS_001994941.1
Cliv_1.0	C16293782	NW_004979033.1	KB381148.1	GPS_001994942.1
Cliv_1.0	C16293496	NW_004979034.1	KB381149.1	GPS_001994943.1
Cliv_1.0	C16293794	NW_004979035.1	KB381150.1	GPS_001994944.1
Cliv_1.0	C16293856	NW_004979036.1	KB381151.1	GPS_001994945.1
Cliv_1.0	C16293812	NW_004979037.1	KB381152.1	GPS_001994946.1
Cliv_1.0	C16293454	NW_004979038.1	KB381153.1	GPS_001994947.1
Cliv_1.0	C16293920	NW_004979039.1	KB381154.1	GPS_001994948.1
Cliv_1.0	C16293978	NW_004979040.1	KB381155.1	GPS_001994949.1
Cliv_1.0	C16293956	NW_004979041.1	KB381156.1	GPS_001994950.1
Cliv_1.0	C16294074	NW_004979042.1	KB381157.1	GPS_001994951.1
Cliv_1.0	C16294110	NW_004979043.1	KB381158.1	GPS_001994952.1
Cliv_1.0	C16294132	NW_004979044.1	KB381159.1	GPS_001994953.1
Cliv_1.0	C16294126	NW_004979045.1	KB381160.1	GPS_001994954.1
Cliv_1.0	C16294194	NW_004979046.1	KB381161.1	GPS_001994955.1
Cliv_1.0	C16294210	NW_004979047.1	KB381162.1	GPS_001994956.1
Cliv_1.0	C16294242	NW_004979048.1	KB381163.1	GPS_001994957.1
Cliv_1.0	C16294146	NW_004979049.1	KB381164.1	GPS_001994958.1
Cliv_1.0	C16293702	NW_004979050.1	KB381165.1	GPS_001994959.1
Cliv_1.0	C16293064	NW_004979051.1	KB381166.1	GPS_001994960.1
Cliv_1.0	C16294330	NW_004979052.1	KB381167.1	GPS_001994961.1
Cliv_1.0	C16294302	NW_004979053.1	KB381168.1	GPS_001994962.1
Cliv_1.0	C16294366	NW_004979054.1	KB381169.1	GPS_001994963.1
Cliv_1.0	C16294406	NW_004979055.1	KB381170.1	GPS_001994964.1
Cliv_1.0	C16294462	NW_004979056.1	KB381171.1	GPS_001994965.1
Cliv_1.0	C16294470	NW_004979057.1	KB381172.1	GPS_001994966.1
Cliv_1.0	C16294364	NW_004979058.1	KB381173.1	GPS_001994967.1
Cliv_1.0	C16294504	NW_004979059.1	KB381174.1	GPS_001994968.1
Cliv_1.0	C16294510	NW_004979060.1	KB381175.1	GPS_001994969.1
Cliv_1.0	C16294556	NW_004979061.1	KB381176.1	GPS_001994970.1
Cliv_1.0	C16294554	NW_004979062.1	KB381177.1	GPS_001994971.1
Cliv_1.0	C16294688	NW_004979063.1	KB381178.1	GPS_001994972.1
Cliv_1.0	C16293384	NW_004979064.1	KB381179.1	GPS_001994973.1
Cliv_1.0	C16294702	NW_004979065.1	KB381180.1	GPS_001994974.1
Cliv_1.0	C16294514	NW_004979066.1	KB381181.1	GPS_001994975.1
Cliv_1.0	C16291096	NW_004979067.1	KB381182.1	GPS_001994976.1
Cliv_1.0	C16294772	NW_004979068.1	KB381183.1	GPS_001994977.1
Cliv_1.0	C16294836	NW_004979069.1	KB381184.1	GPS_001994978.1
Cliv_1.0	C16294666	NW_004979070.1	KB381185.1	GPS_001994979.1
Cliv_1.0	C16294786	NW_004979071.1	KB381186.1	GPS_001994980.1
Cliv_1.0	C16294824	NW_004979072.1	KB381187.1	GPS_001994981.1
Cliv_1.0	C16295022	NW_004979073.1	KB381188.1	GPS_001994982.1
Cliv_1.0	C16294266	NW_004979074.1	KB381189.1	GPS_001994983.1
Cliv_1.0	C16294726	NW_004979075.1	KB381190.1	GPS_001994984.1
Cliv_1.0	C16295144	NW_004979076.1	KB381191.1	GPS_001994985.1
Cliv_1.0	C16294972	NW_004979077.1	KB381192.1	GPS_001994986.1
Cliv_1.0	C16295268	NW_004979078.1	KB381193.1	GPS_001994987.1
Cliv_1.0	C16295306	NW_004979079.1	KB381194.1	GPS_001994988.1
Cliv_1.0	C16294162	NW_004979080.1	KB381195.1	GPS_001994989.1
Cliv_1.0	C16295362	NW_004979081.1	KB381196.1	GPS_001994990.1
Cliv_1.0	C16295516	NW_004979082.1	KB381197.1	GPS_001994991.1
Cliv_1.0	C16295574	NW_004979083.1	KB381198.1	GPS_001994992.1
Cliv_1.0	C16295084	NW_004979084.1	KB381199.1	GPS_001994993.1
Cliv_1.0	C16295446	NW_004979085.1	KB381200.1	GPS_001994994.1
Cliv_1.0	C16295198	NW_004979086.1	KB381201.1	GPS_001994995.1
Cliv_1.0	C16295248	NW_004979087.1	KB381202.1	GPS_001994996.1
Cliv_1.0	C16295608	NW_004979088.1	KB381203.1	GPS_001994997.1
Cliv_1.0	C16295702	NW_004979089.1	KB381204.1	GPS_001994998.1
Cliv_1.0	C16295752	NW_004979090.1	KB381205.1	GPS_001994999.1
Cliv_1.0	C16295644	NW_004979091.1	KB381206.1	GPS_001995000.1
Cliv_1.0	C16295654	NW_004979092.1	KB381207.1	GPS_001995001.1
Cliv_1.0	C16295786	NW_004979093.1	KB381208.1	GPS_001995002.1
Cliv_1.0	C16295790	NW_004979094.1	KB381209.1	GPS_001995003.1
Cliv_1.0	C16295678	NW_004979095.1	KB381210.1	GPS_001995004.1
Cliv_1.0	C16295796	NW_004979096.1	KB381211.1	GPS_001995005.1
Cliv_1.0	C16295776	NW_004979097.1	KB381212.1	GPS_001995006.1
Cliv_1.0	C16294864	NW_004979098.1	KB381213.1	GPS_001995007.1
Cliv_1.0	C16295850	NW_004979099.1	KB381214.1	GPS_001995008.1
Cliv_1.0	C16295112	NW_004979100.1	KB381215.1	GPS_001995009.1
Cliv_1.0	C16295756	NW_004979101.1	KB381216.1	GPS_001995010.1
Cliv_1.0	C16295822	NW_004979102.1	KB381217.1	GPS_001995011.1
Cliv_1.0	C16295826	NW_004979103.1	KB381218.1	GPS_001995012.1
Cliv_1.0	C16296050	NW_004979104.1	KB381219.1	GPS_001995013.1
Cliv_1.0	C16296044	NW_004979105.1	KB381220.1	GPS_001995014.1
Cliv_1.0	C16296184	NW_004979106.1	KB381221.1	GPS_001995015.1
Cliv_1.0	C16296364	NW_004979107.1	KB381222.1	GPS_001995016.1
Cliv_1.0	C16296240	NW_004979108.1	KB381223.1	GPS_001995017.1
Cliv_1.0	C16296470	NW_004979109.1	KB381224.1	GPS_001995018.1
Cliv_1.0	C16295638	NW_004979110.1	KB381225.1	GPS_001995019.1
Cliv_1.0	C16295942	NW_004979111.1	KB381226.1	GPS_001995020.1
Cliv_1.0	C16296054	NW_004979112.1	KB381227.1	GPS_001995021.1
Cliv_1.0	C16296480	NW_004979113.1	KB381228.1	GPS_001995022.1
Cliv_1.0	C16296504	NW_004979114.1	KB381229.1	GPS_001995023.1
Cliv_1.0	C16296466	NW_004979115.1	KB381230.1	GPS_001995024.1
Cliv_1.0	C16296764	NW_004979116.1	KB381231.1	GPS_001995025.1
Cliv_1.0	C16296672	NW_004979117.1	KB381232.1	GPS_001995026.1
Cliv_1.0	C16296904	NW_004979118.1	KB381233.1	GPS_001995027.1
Cliv_1.0	C16296834	NW_004979119.1	KB381234.1	GPS_001995028.1
Cliv_1.0	C16296932	NW_004979120.1	KB381235.1	GPS_001995029.1
Cliv_1.0	C16296962	NW_004979121.1	KB381236.1	GPS_001995030.1
Cliv_1.0	C16296988	NW_004979122.1	KB381237.1	GPS_001995031.1
Cliv_1.0	C16296994	NW_004979123.1	KB381238.1	GPS_001995032.1
Cliv_1.0	C16296152	NW_004979124.1	KB381239.1	GPS_001995033.1
Cliv_1.0	C16296944	NW_004979125.1	KB381240.1	GPS_001995034.1
Cliv_1.0	C16296566	NW_004979126.1	KB381241.1	GPS_001995035.1
Cliv_1.0	C16296340	NW_004979127.1	KB381242.1	GPS_001995036.1
Cliv_1.0	C16296702	NW_004979128.1	KB381243.1	GPS_001995037.1
Cliv_1.0	C16296996	NW_004979129.1	KB381244.1	GPS_001995038.1
Cliv_1.0	C16297000	NW_004979130.1	KB381245.1	GPS_001995039.1
Cliv_1.0	C16297074	NW_004979131.1	KB381246.1	GPS_001995040.1
Cliv_1.0	C16297110	NW_004979132.1	KB381247.1	GPS_001995041.1
Cliv_1.0	C16297258	NW_004979133.1	KB381248.1	GPS_001995042.1
Cliv_1.0	C16297354	NW_004979134.1	KB381249.1	GPS_001995043.1
Cliv_1.0	C16297210	NW_004979135.1	KB381250.1	GPS_001995044.1
Cliv_1.0	C16297430	NW_004979136.1	KB381251.1	GPS_001995045.1
Cliv_1.0	C16297414	NW_004979137.1	KB381252.1	GPS_001995046.1
Cliv_1.0	C16297428	NW_004979138.1	KB381253.1	GPS_001995047.1
Cliv_1.0	C16297198	NW_004979139.1	KB381254.1	GPS_001995048.1
Cliv_1.0	C16297282	NW_004979140.1	KB381255.1	GPS_001995049.1
Cliv_1.0	C16297502	NW_004979141.1	KB381256.1	GPS_001995050.1
Cliv_1.0	C16297468	NW_004979142.1	KB381257.1	GPS_001995051.1
Cliv_1.0	C16297404	NW_004979143.1	KB381258.1	GPS_001995052.1
Cliv_1.0	C16297510	NW_004979144.1	KB381259.1	GPS_001995053.1
Cliv_1.0	C16297614	NW_004979145.1	KB381260.1	GPS_001995054.1
Cliv_1.0	C16297610	NW_004979146.1	KB381261.1	GPS_001995055.1
Cliv_1.0	C16297542	NW_004979147.1	KB381262.1	GPS_001995056.1
Cliv_1.0	C16297498	NW_004979148.1	KB381263.1	GPS_001995057.1
Cliv_1.0	C16297642	NW_004979149.1	KB381264.1	GPS_001995058.1
Cliv_1.0	C16297662	NW_004979150.1	KB381265.1	GPS_001995059.1
Cliv_1.0	C16297780	NW_004979151.1	KB381266.1	GPS_001995060.1
Cliv_1.0	C16297658	NW_004979152.1	KB381267.1	GPS_001995061.1
Cliv_1.0	C16297726	NW_004979153.1	KB381268.1	GPS_001995062.1
Cliv_1.0	C16297460	NW_004979154.1	KB381269.1	GPS_001995063.1
Cliv_1.0	C16297574	NW_004979155.1	KB381270.1	GPS_001995064.1
Cliv_1.0	C16297946	NW_004979156.1	KB381271.1	GPS_001995065.1
Cliv_1.0	C16297858	NW_004979157.1	KB381272.1	GPS_001995066.1
Cliv_1.0	C16297256	NW_004979158.1	KB381273.1	GPS_001995067.1
Cliv_1.0	C16297782	NW_004979159.1	KB381274.1	GPS_001995068.1
Cliv_1.0	C16298088	NW_004979160.1	KB381275.1	GPS_001995069.1
Cliv_1.0	C16298074	NW_004979161.1	KB381276.1	GPS_001995070.1
Cliv_1.0	C16297950	NW_004979162.1	KB381277.1	GPS_001995071.1
Cliv_1.0	C16298336	NW_004979163.1	KB381278.1	GPS_001995072.1
Cliv_1.0	C16298096	NW_004979164.1	KB381279.1	GPS_001995073.1
Cliv_1.0	C16297924	NW_004979165.1	KB381280.1	GPS_001995074.1
Cliv_1.0	C16298376	NW_004979166.1	KB381281.1	GPS_001995075.1
Cliv_1.0	C16298400	NW_004979167.1	KB381282.1	GPS_001995076.1
Cliv_1.0	C16298308	NW_004979168.1	KB381283.1	GPS_001995077.1
Cliv_1.0	C16298390	NW_004979169.1	KB381284.1	GPS_001995078.1
Cliv_1.0	C16298170	NW_004979170.1	KB381285.1	GPS_001995079.1
Cliv_1.0	C16298426	NW_004979171.1	KB381286.1	GPS_001995080.1
Cliv_1.0	C16298306	NW_004979172.1	KB381287.1	GPS_001995081.1
Cliv_1.0	C16298380	NW_004979173.1	KB381288.1	GPS_001995082.1
Cliv_1.0	C16298498	NW_004979174.1	KB381289.1	GPS_001995083.1
Cliv_1.0	C16298632	NW_004979175.1	KB381290.1	GPS_001995084.1
Cliv_1.0	C16298428	NW_004979176.1	KB381291.1	GPS_001995085.1
Cliv_1.0	C16298276	NW_004979177.1	KB381292.1	GPS_001995086.1
Cliv_1.0	C16298634	NW_004979178.1	KB381293.1	GPS_001995087.1
Cliv_1.0	C16298450	NW_004979179.1	KB381294.1	GPS_001995088.1
Cliv_1.0	C16298732	NW_004979180.1	KB381295.1	GPS_001995089.1
Cliv_1.0	C16298650	NW_004979181.1	KB381296.1	GPS_001995090.1
Cliv_1.0	C16298418	NW_004979182.1	KB381297.1	GPS_001995091.1
Cliv_1.0	C16298880	NW_004979183.1	KB381298.1	GPS_001995092.1
Cliv_1.0	C16298760	NW_004979184.1	KB381299.1	GPS_001995093.1
Cliv_1.0	C16298868	NW_004979185.1	KB381300.1	GPS_001995094.1
Cliv_1.0	C16298912	NW_004979186.1	KB381301.1	GPS_001995095.1
Cliv_1.0	C16298876	NW_004979187.1	KB381302.1	GPS_001995096.1
Cliv_1.0	C16298558	NW_004979188.1	KB381303.1	GPS_001995097.1
Cliv_1.0	C16298908	NW_004979189.1	KB381304.1	GPS_001995098.1
Cliv_1.0	C16298540	NW_004979190.1	KB381305.1	GPS_001995099.1
Cliv_1.0	C16299058	NW_004979191.1	KB381306.1	GPS_001995100.1
Cliv_1.0	C16298900	NW_004979192.1	KB381307.1	GPS_001995101.1
Cliv_1.0	C16299168	NW_004979193.1	KB381308.1	GPS_001995102.1
Cliv_1.0	C16299074	NW_004979194.1	KB381309.1	GPS_001995103.1
Cliv_1.0	C16299290	NW_004979195.1	KB381310.1	GPS_001995104.1
Cliv_1.0	C16298836	NW_004979196.1	KB381311.1	GPS_001995105.1
Cliv_1.0	C16299268	NW_004979197.1	KB381312.1	GPS_001995106.1
Cliv_1.0	C16299114	NW_004979198.1	KB381313.1	GPS_001995107.1
Cliv_1.0	C16299302	NW_004979199.1	KB381314.1	GPS_001995108.1
Cliv_1.0	C16299240	NW_004979200.1	KB381315.1	GPS_001995109.1
Cliv_1.0	C16299508	NW_004979201.1	KB381316.1	GPS_001995110.1
Cliv_1.0	C16299540	NW_004979202.1	KB381317.1	GPS_001995111.1
Cliv_1.0	C16299344	NW_004979203.1	KB381318.1	GPS_001995112.1
Cliv_1.0	C16299592	NW_004979204.1	KB381319.1	GPS_001995113.1
Cliv_1.0	C16299682	NW_004979205.1	KB381320.1	GPS_001995114.1
Cliv_1.0	C16299608	NW_004979206.1	KB381321.1	GPS_001995115.1
Cliv_1.0	C16299410	NW_004979207.1	KB381322.1	GPS_001995116.1
Cliv_1.0	C16299252	NW_004979208.1	KB381323.1	GPS_001995117.1
Cliv_1.0	C16299552	NW_004979209.1	KB381324.1	GPS_001995118.1
Cliv_1.0	C16299770	NW_004979210.1	KB381325.1	GPS_001995119.1
Cliv_1.0	C16299870	NW_004979211.1	KB381326.1	GPS_001995120.1
Cliv_1.0	C16299914	NW_004979212.1	KB381327.1	GPS_001995121.1
Cliv_1.0	C16299438	NW_004979213.1	KB381328.1	GPS_001995122.1
Cliv_1.0	C16299856	NW_004979214.1	KB381329.1	GPS_001995123.1
Cliv_1.0	C16298980	NW_004979215.1	KB381330.1	GPS_001995124.1
Cliv_1.0	C16299972	NW_004979216.1	KB381331.1	GPS_001995125.1
Cliv_1.0	C16300024	NW_004979217.1	KB381332.1	GPS_001995126.1
Cliv_1.0	C16299974	NW_004979218.1	KB381333.1	GPS_001995127.1
Cliv_1.0	C16299918	NW_004979219.1	KB381334.1	GPS_001995128.1
Cliv_1.0	C16300054	NW_004979220.1	KB381335.1	GPS_001995129.1
Cliv_1.0	C16300176	NW_004979221.1	KB381336.1	GPS_001995130.1
Cliv_1.0	C16299902	NW_004979222.1	KB381337.1	GPS_001995131.1
Cliv_1.0	C16300126	NW_004979223.1	KB381338.1	GPS_001995132.1
Cliv_1.0	C16300102	NW_004979224.1	KB381339.1	GPS_001995133.1
Cliv_1.0	C16300116	NW_004979225.1	KB381340.1	GPS_001995134.1
Cliv_1.0	C16300218	NW_004979226.1	KB381341.1	GPS_001995135.1
Cliv_1.0	C16300226	NW_004979227.1	KB381342.1	GPS_001995136.1
Cliv_1.0	C16300346	NW_004979228.1	KB381343.1	GPS_001995137.1
Cliv_1.0	C16300238	NW_004979229.1	KB381344.1	GPS_001995138.1
Cliv_1.0	C16300192	NW_004979230.1	KB381345.1	GPS_001995139.1
Cliv_1.0	C16300262	NW_004979231.1	KB381346.1	GPS_001995140.1
Cliv_1.0	C16300492	NW_004979232.1	KB381347.1	GPS_001995141.1
Cliv_1.0	C16300548	NW_004979233.1	KB381348.1	GPS_001995142.1
Cliv_1.0	C16300570	NW_004979234.1	KB381349.1	GPS_001995143.1
Cliv_1.0	C16300400	NW_004979235.1	KB381350.1	GPS_001995144.1
Cliv_1.0	C16300360	NW_004979236.1	KB381351.1	GPS_001995145.1
Cliv_1.0	C16300574	NW_004979237.1	KB381352.1	GPS_001995146.1
Cliv_1.0	C16300504	NW_004979238.1	KB381353.1	GPS_001995147.1
Cliv_1.0	C16300600	NW_004979239.1	KB381354.1	GPS_001995148.1
Cliv_1.0	C16300616	NW_004979240.1	KB381355.1	GPS_001995149.1
Cliv_1.0	C16300586	NW_004979241.1	KB381356.1	GPS_001995150.1
Cliv_1.0	C16300516	NW_004979242.1	KB381357.1	GPS_001995151.1
Cliv_1.0	C16299758	NW_004979243.1	KB381358.1	GPS_001995152.1
Cliv_1.0	C16300620	NW_004979244.1	KB381359.1	GPS_001995153.1
Cliv_1.0	C16300636	NW_004979245.1	KB381360.1	GPS_001995154.1
Cliv_1.0	C16300772	NW_004979246.1	KB381361.1	GPS_001995155.1
Cliv_1.0	C16300682	NW_004979247.1	KB381362.1	GPS_001995156.1
Cliv_1.0	C16300902	NW_004979248.1	KB381363.1	GPS_001995157.1
Cliv_1.0	C16300906	NW_004979249.1	KB381364.1	GPS_001995158.1
Cliv_1.0	C16300630	NW_004979250.1	KB381365.1	GPS_001995159.1
Cliv_1.0	C16300598	NW_004979251.1	KB381366.1	GPS_001995160.1
Cliv_1.0	C16300950	NW_004979252.1	KB381367.1	GPS_001995161.1
Cliv_1.0	C16301058	NW_004979253.1	KB381368.1	GPS_001995162.1
Cliv_1.0	C16301036	NW_004979254.1	KB381369.1	GPS_001995163.1
Cliv_1.0	C16301090	NW_004979255.1	KB381370.1	GPS_001995164.1
Cliv_1.0	C16301108	NW_004979256.1	KB381371.1	GPS_001995165.1
Cliv_1.0	C16300912	NW_004979257.1	KB381372.1	GPS_001995166.1
Cliv_1.0	C16301094	NW_004979258.1	KB381373.1	GPS_001995167.1
Cliv_1.0	C16301308	NW_004979259.1	KB381374.1	GPS_001995168.1
Cliv_1.0	C16301222	NW_004979260.1	KB381375.1	GPS_001995169.1
Cliv_1.0	C16301286	NW_004979261.1	KB381376.1	GPS_001995170.1
Cliv_1.0	C16300866	NW_004979262.1	KB381377.1	GPS_001995171.1
Cliv_1.0	C16301380	NW_004979263.1	KB381378.1	GPS_001995172.1
Cliv_1.0	C16301342	NW_004979264.1	KB381379.1	GPS_001995173.1
Cliv_1.0	C16301486	NW_004979265.1	KB381380.1	GPS_001995174.1
Cliv_1.0	C16300700	NW_004979266.1	KB381381.1	GPS_001995175.1
Cliv_1.0	C16301390	NW_004979267.1	KB381382.1	GPS_001995176.1
Cliv_1.0	C16301534	NW_004979268.1	KB381383.1	GPS_001995177.1
Cliv_1.0	C16300836	NW_004979269.1	KB381384.1	GPS_001995178.1
Cliv_1.0	C16301514	NW_004979270.1	KB381385.1	GPS_001995179.1
Cliv_1.0	C16301676	NW_004979271.1	KB381386.1	GPS_001995180.1
Cliv_1.0	C16301678	NW_004979272.1	KB381387.1	GPS_001995181.1
Cliv_1.0	C16301660	NW_004979273.1	KB381388.1	GPS_001995182.1
Cliv_1.0	C16301568	NW_004979274.1	KB381389.1	GPS_001995183.1
Cliv_1.0	C16301608	NW_004979275.1	KB381390.1	GPS_001995184.1
Cliv_1.0	C16301738	NW_004979276.1	KB381391.1	GPS_001995185.1
Cliv_1.0	C16301740	NW_004979277.1	KB381392.1	GPS_001995186.1
Cliv_1.0	C16301362	NW_004979278.1	KB381393.1	GPS_001995187.1
Cliv_1.0	C16299924	NW_004979279.1	KB381394.1	GPS_001995188.1
Cliv_1.0	C16301790	NW_004979280.1	KB381395.1	GPS_001995189.1
Cliv_1.0	C16301730	NW_004979281.1	KB381396.1	GPS_001995190.1
Cliv_1.0	C16301810	NW_004979282.1	KB381397.1	GPS_001995191.1
Cliv_1.0	C16301820	NW_004979283.1	KB381398.1	GPS_001995192.1
Cliv_1.0	C16301808	NW_004979284.1	KB381399.1	GPS_001995193.1
Cliv_1.0	C16301858	NW_004979285.1	KB381400.1	GPS_001995194.1
Cliv_1.0	C16301610	NW_004979286.1	KB381401.1	GPS_001995195.1
Cliv_1.0	C16301752	NW_004979287.1	KB381402.1	GPS_001995196.1
Cliv_1.0	C16301928	NW_004979288.1	KB381403.1	GPS_001995197.1
Cliv_1.0	C16301836	NW_004979289.1	KB381404.1	GPS_001995198.1
Cliv_1.0	C16301896	NW_004979290.1	KB381405.1	GPS_001995199.1
Cliv_1.0	C16301772	NW_004979291.1	KB381406.1	GPS_001995200.1
Cliv_1.0	C16302020	NW_004979292.1	KB381407.1	GPS_001995201.1
Cliv_1.0	C16301910	NW_004979293.1	KB381408.1	GPS_001995202.1
Cliv_1.0	C16302014	NW_004979294.1	KB381409.1	GPS_001995203.1
Cliv_1.0	C16302094	NW_004979295.1	KB381410.1	GPS_001995204.1
Cliv_1.0	C16302156	NW_004979296.1	KB381411.1	GPS_001995205.1
Cliv_1.0	C16302216	NW_004979297.1	KB381412.1	GPS_001995206.1
Cliv_1.0	C16302164	NW_004979298.1	KB381413.1	GPS_001995207.1
Cliv_1.0	C16301996	NW_004979299.1	KB381414.1	GPS_001995208.1
Cliv_1.0	C16302344	NW_004979300.1	KB381415.1	GPS_001995209.1
Cliv_1.0	C16302264	NW_004979301.1	KB381416.1	GPS_001995210.1
Cliv_1.0	C16302316	NW_004979302.1	KB381417.1	GPS_001995211.1
Cliv_1.0	C16302448	NW_004979303.1	KB381418.1	GPS_001995212.1
Cliv_1.0	C16302062	NW_004979304.1	KB381419.1	GPS_001995213.1
Cliv_1.0	C16302440	NW_004979305.1	KB381420.1	GPS_001995214.1
Cliv_1.0	C16302524	NW_004979306.1	KB381421.1	GPS_001995215.1
Cliv_1.0	C16302590	NW_004979307.1	KB381422.1	GPS_001995216.1
Cliv_1.0	C16302432	NW_004979308.1	KB381423.1	GPS_001995217.1
Cliv_1.0	C16302630	NW_004979309.1	KB381424.1	GPS_001995218.1
Cliv_1.0	C16302656	NW_004979310.1	KB381425.1	GPS_001995219.1
Cliv_1.0	C16302620	NW_004979311.1	KB381426.1	GPS_001995220.1
Cliv_1.0	C16302810	NW_004979312.1	KB381427.1	GPS_001995221.1
Cliv_1.0	C16302812	NW_004979313.1	KB381428.1	GPS_001995222.1
Cliv_1.0	C16302714	NW_004979314.1	KB381429.1	GPS_001995223.1
Cliv_1.0	C16302816	NW_004979315.1	KB381430.1	GPS_001995224.1
Cliv_1.0	C16302696	NW_004979316.1	KB381431.1	GPS_001995225.1
Cliv_1.0	C16302980	NW_004979317.1	KB381432.1	GPS_001995226.1
Cliv_1.0	C16302868	NW_004979318.1	KB381433.1	GPS_001995227.1
Cliv_1.0	C16302984	NW_004979319.1	KB381434.1	GPS_001995228.1
Cliv_1.0	C16302982	NW_004979320.1	KB381435.1	GPS_001995229.1
Cliv_1.0	C16302074	NW_004979321.1	KB381436.1	GPS_001995230.1
Cliv_1.0	C16302994	NW_004979322.1	KB381437.1	GPS_001995231.1
Cliv_1.0	C16302644	NW_004979323.1	KB381438.1	GPS_001995232.1
Cliv_1.0	C16302588	NW_004979324.1	KB381439.1	GPS_001995233.1
Cliv_1.0	C16303154	NW_004979325.1	KB381440.1	GPS_001995234.1
Cliv_1.0	C16303174	NW_004979326.1	KB381441.1	GPS_001995235.1
Cliv_1.0	C16303146	NW_004979327.1	KB381442.1	GPS_001995236.1
Cliv_1.0	C16303274	NW_004979328.1	KB381443.1	GPS_001995237.1
Cliv_1.0	C16303340	NW_004979329.1	KB381444.1	GPS_001995238.1
Cliv_1.0	C16303366	NW_004979330.1	KB381445.1	GPS_001995239.1
Cliv_1.0	C16303436	NW_004979331.1	KB381446.1	GPS_001995240.1
Cliv_1.0	C16303260	NW_004979332.1	KB381447.1	GPS_001995241.1
Cliv_1.0	C16303492	NW_004979333.1	KB381448.1	GPS_001995242.1
